"fid","DLT","LONGITUDE","LATITUDE","dCoastLog","Lat","CRFann","BioClimReg","Elev","PHIHOX","LAI_std","BDTICM","RI_m03","EVI_m03","B11_m08","TannNorm","LAI_djf_avg","B11_m07","B12_m03","CRI1_m10","NDYI_m10","LAI_delta","B11_m03","B11_m05","B8A_m07"
40,1,8.82063499029982,45.4322917076614,5.049232006073,45.4323806762695,1000.84735107422,4,109,6.40558671951294,1.3549000643543,1990.61828613281,0.0564048497627834,0.146746532710417,0.2071,-0.961995601654053,0.0160083340936884,0.1872,0.11965,1.66071428571429,0.247058823529412,2.42000011494383,0.18795,0.1659,0.2813
41,1,8.74368471951321,45.4861521644054,5.07055521011353,45.4862403869629,1011.7958984375,4,146.008438110352,6.24990034103394,0.530800025211647,2168.26342773438,-0.063768115942029,0.266568894475871,0.1747,-0.962079465389252,0.515080580020569,0.1937,0.11735,1.62453531598513,0.236879432624113,2.36000011209399,0.19415,0.19265,0.3477
42,1,8.70501348222436,45.5400655467141,5.09436702728271,45.540153503418,1030.05712890625,4,137,6.16879653930664,0.951600045198575,1945.24401855469,0.0762527233115468,0.116150197278007,0.169,-1.06703627109528,0.0396666685507322,0.1724,0.127,1.34680134680135,0.146551724137931,3.49800016614608,0.18825,0.15915,0.3667
43,1,8.70487217780577,45.5670683407924,5.10472679138184,45.5671577453613,1054.12048339844,4,144,6.2992057800293,1.32340006285813,2189.11938476562,0.0479555779909137,0.142270586884116,0.1821,-1.01313447952271,0.0483833356314184,0.17,0.11135,1.33609958506224,0.142348754448399,2.01700009580236,0.176,0.169,0.3222
44,1,8.70421783648371,45.5940696796575,5.11487627029419,45.5941581726074,1078.14526367188,4,147.601119995117,6.25416851043701,0.79260003764648,2203.49145507812,0.0170454545454546,0.12462476121168,0.1594,-1.07429611682892,0.139683339967936,0.1762,0.0985,1.14345991561181,0.0650887573964497,3.12700014852453,0.16185,0.1764,0.3999
45,1,8.66594751396606,45.6479698646341,5.13665199279785,45.6480598449707,1192.83947753906,4,179.41960144043,6.1336612701416,0.623000029590912,2759.00463867188,-0.00744752877454292,0.139067485831309,0.147,-0.882307529449463,0.424338909043905,0.1349,0.08315,1.33082706766917,0.140549273021002,2.06700009817723,0.13575,0.1386,0.26195
46,1,8.58894913652895,45.6477187692987,5.14111948013306,45.6478080749512,1241.65161132812,4,314.407318115234,5.9468240737915,0.654900031106081,2478.47607421875,0.149606299212598,0.11270462934265,0.1492,-0.689658939838409,0.375272240046696,0.1503,0.0968,1.60444444444444,0.230769230769231,2.27800010819919,0.1604,0.1707,0.3109
47,1,8.47269315656316,45.7282489430542,5.1746973991394,45.7283401489258,1446.26049804688,5,352.185363769531,5.99741888046265,0.782900037185755,2283.17626953125,0.0859277708592776,0.137432132280355,0.1513,-0.514147102832794,0.113538894281697,0.14795,0.1177,1.49561403508772,0.197183098591549,2.78200013213791,0.1852,0.1584,0.3277
48,1,8.43522725113978,45.6200594428017,5.14059495925903,45.6201477050781,1214.17919921875,4,300,5.87807035446167,0.89050004229648,2808.666015625,0.105968331303289,0.0929616941762691,0.1574,-0.574975371360779,-0.00938888933483718,0.1547,0.1247,2.16370106761566,0.367117117117117,3.19300015165936,0.1796,0.1718,0.3722
49,1,8.31316792071192,46.1594231035852,5.30179405212402,46.1595115661621,1387.78247070312,5,321,6.24512529373169,0.846100040187594,3058.43530273438,0.0662080825451419,0.122424210442996,0.1753,-0.784475088119507,0.161508341004568,0.1738,0.1368,1.53508771929825,0.210161662817552,2.57900012249593,0.1935,0.183,0.3815
50,1,7.71223317689583,45.2631475148245,5.08801698684692,45.2632369995117,988.221862792969,4,244,6.59121561050415,0.798600037931465,2670.95483398438,0.14540059347181,0.133602895436295,0.1644,-0.440061628818512,0.249297234063205,0.159,0.135,1.50617283950617,0.20098643649815,3.91900018614251,0.2197,0.1755,0.4213
51,NA,7.48430913877381,45.2063402291375,5.10788059234619,45.206428527832,1224.49975585938,5,517.773193359375,6.04547595977783,0.387300018395763,2109.98120117188,-0.0613545816733068,0.312563374569053,0.2866,-0.254722654819489,0.702483366699501,0.25975,0.1224,1.49299065420561,0.196998123827392,2.29100010881666,0.2266,0.1925,0.42245
52,1,7.44832266012914,45.1248417582856,5.08841276168823,45.1249313354492,1084.74865722656,5,905.316772460938,5.63541984558105,0.822800039080903,1813.77087402344,0.171332586786114,0.0869075489200053,0.21615,1.10753321647644,0.125650005968055,0.222,0.1887,1.56919060052219,0.220752797558494,1.76200008369051,0.2687,0.228,0.3175
53,1,7.21870622196842,45.1484955411175,5.13554430007935,45.1485824584961,938.63134765625,5,1054.29333496094,5.89282560348511,0.801200038054958,2262.79956054688,0.173676012461059,0.107952362658471,0.1933,-0.763857007026672,0.352461127852116,0.18705,0.14355,1.90421455938697,0.310435931307794,3.2960001565516,0.22585,0.2032,0.41445
54,1,8.3979033114748,45.5118563364907,5.10358428955078,45.5119438171387,1068.61279296875,4,190,6.62402105331421,0.888100042182487,2718.70971679688,0.143446852425181,0.105083409956653,0.1631,-0.753806352615356,0.00403333352490639,0.15465,0.13575,1.88034188034188,0.304606240713224,3.65400017355569,0.20815,0.1582,0.35915
55,1,8.20588369880799,45.5106827841808,5.11553335189819,45.5107727050781,1103.05603027344,4,203.093963623047,6.45756816864014,0.853500040539075,3352.18188476562,-0.00719424460431653,0.0960978450786255,0.1391,-0.652911305427551,0.0393888907597607,0.1595,0.09935,1.4578313253012,0.184275184275184,3.08400014648214,0.1456,0.1599,0.3513
56,1,8.01622675980732,45.3741880679574,5.07853078842163,45.3742752075195,953.050964355469,4,338.856109619141,5.8611421585083,0.787200037389994,2170.83227539062,0.0945626477541371,0.130728531984143,0.1696,-0.335748761892319,0.0965638934754275,0.17625,0.12695,1.57543859649123,0.22237380627558,3.72100017673802,0.20305,0.1828,0.41665
57,1,9.77647350988022,45.2137591065317,5.02692174911499,45.2138481140137,786.420715332031,4,45,6.95814180374146,0.720300034212414,1954.62377929688,0.0792634107285829,0.156653536117705,0.1814,-1.16286957263947,0.205666676435309,0.1764,0.1452,1.4140127388535,0.170774647887324,4.03400019160472,0.2196,0.1775,0.4164
58,1,9.01235969759927,45.2434026283974,4.97209739685059,45.2434921264648,849.511779785156,4,84,6.4035496711731,0.66290003148606,2381.76928710938,-0.0965608465608466,0.205498888556069,0.107,-1.01401913166046,0.118277783395671,0.1154,0.0816,1.4688,0.188838416612589,2.93500013940502,0.13065,0.08975,0.3063
59,1,8.93584716502031,45.2973942750568,4.99282217025757,45.2974853515625,890.206848144531,4,79,6.39943742752075,0.775000036810525,2304.03955078125,0.0585161964472309,0.129602571595558,0.1506,-1.0544947385788,0.0893833375788139,0.1556,0.13325,1.3973063973064,0.164556962025316,3.46800016472116,0.2006,0.1524,0.348
60,1,8.97396055640012,45.621452519952,5.13055562973022,45.6215438842773,1204.20642089844,4,215.398880004883,6.00193166732788,0.807200038339943,2448.55859375,0.113760556383507,0.143577393778078,0.1448,-0.686687469482422,0.0506444468499265,0.147,0.13355,1.42564102564103,0.173728813559322,3.93600018694997,0.2032,0.1484,0.3672
61,1,8.89659893680304,45.8374272443842,5.1992335319519,45.837516784668,1485.27783203125,5,404.663299560547,6.3127760887146,2.00420009519439,2194.99755859375,0.133720930232558,0.0882734315257506,0.1622,-0.31293311715126,-2.22222232777211e-05,0.16885,0.1254,1.81902552204176,0.289365210222589,2.22200010553934,0.1744,0.1668,0.42895
62,1,8.78123640186072,45.7022539601343,5.15179872512817,45.7023429870605,1290.26965332031,4,319.726928710938,5.94397640228271,0.806900038325693,2409.80639648438,0.0318471337579618,0.157024281466799,0.142,-0.502502143383026,0.053466669206197,0.14305,0.1045,1.70935960591133,0.260473588342441,3.335000158404,0.1536,0.14035,0.3703
63,1,8.74257548007232,45.7291757810797,5.16028833389282,45.7292671203613,1354.54406738281,4,274,6.01899290084839,0.887700042163488,2505.60888671875,0.11495673671199,0.109356962341269,0.1447,-0.708571195602417,0.0032111112636307,0.1611,0.1241,1.79362101313321,0.283120376597176,3.02400014363229,0.1794,0.1427,0.3489
64,1,8.74294680416565,45.6481690649593,5.13238763809204,45.6482582092285,1161.841796875,4,233.58039855957,5.89244651794434,0.727700034563895,2673.32373046875,-0.0195121951219512,0.159579346397236,0.1349,-0.855368971824646,0.322111126410568,0.14345,0.1101,1.72556390977444,0.265193370165746,2.84400013508275,0.1696,0.1417,0.3361
65,1,11.7409062128079,43.941159182303,4.78298139572144,43.9412536621094,1230.65307617188,4,793.035278320312,6.14589548110962,1.05030004988657,1384.16845703125,-0.1,0.260126817093325,0.1196,0.752025425434113,0.273896655256035,0.1306,0.0512,1.99397590361446,0.330645161290323,2.69300012791064,0.09725,0.11485,0.3501
66,1,10.446326970496,44.5050732758915,4.78889131546021,44.5051651000977,905.590637207031,4,448.559661865234,7.0239429473877,0.785200037294999,1638.81701660156,0.0503597122302158,0.110141375496906,0.1736,-0.861688375473022,0.12062500572938,0.175,0.1024,1.66528925619835,0.248447204968944,2.49800011864863,0.1611,0.1532,0.3361
67,1,12.2638249903529,44.3735872486756,3.67147946357727,44.3736801147461,669.759460449219,4,2,7.25870275497437,0.374000017764047,2617.42724609375,-0.230769230769231,0.292662505708631,0.1439,-0.882703900337219,1.15992505509348,0.15205,0.0747,1.92363636363636,0.314214463840399,2.47800011769868,0.1222,0.1439,0.3387
68,1,11.1423104038969,43.9269472369034,4.86783170700073,43.9270401000977,1061.48400878906,3,375.408355712891,6.75487518310547,0.487800023169257,1497.48364257812,-0.0686482661004954,0.14437713819403,0.1514,-0.50609815120697,0.996105602868031,0.15835,0.06055,1.79166666666667,0.282242990654206,2.17100010311697,0.1058,0.1638,0.35145
69,1,10.3652083015485,44.2629951328645,4.55337429046631,44.2630882263184,1773.03637695312,4,1335.73620605469,5.84516716003418,0.614800029201433,1664.11218261719,0.163636363636364,0.129480229364978,0.16165,-0.616393625736237,0.956197267639153,0.17395,0.11575,1.84684684684685,0.29635499207607,2.56200012168847,0.1838,0.1644,0.38975
70,1,10.3652083015485,44.2629951328645,4.55337429046631,44.2630882263184,1773.03637695312,4,1335.73620605469,5.84516716003418,0.627200029790401,1664.11218261719,0.175807278318811,0.133246244284781,0.16155,-0.616393625736237,0.973441712902665,0.1743,0.11565,1.95238095238095,0.321486268174475,2.57700012240093,0.1842,0.1582,0.3894
71,1,10.7592555505083,43.6093565085202,4.55469942092896,43.609447479248,829.721557617188,3,176.42805480957,6.69661617279053,1.1559000549023,1749.9853515625,-0.104238258877434,0.310939400443586,0.1754,0.708596110343933,0.105472227231884,0.18165,0.08715,1.59073359073359,0.226865671641791,1.10700005257968,0.16825,0.1744,0.38875
72,1,12.3986379393459,42.1345703364137,4.51356506347656,42.1346626281738,935.119934082031,3,354.074462890625,6.63209915161133,1.11550005298341,1286.04296875,-0.0169753086419753,0.117762879146624,0.1852,1.67177700996399,0.0143277784583107,0.19045,0.1034,1.58793969849246,0.22568093385214,1.28800006117672,0.152,0.1697,0.36045
73,1,12.4757971830693,42.0013256559577,4.45745372772217,42.0014190673828,862.349487304688,3,47.1656112670898,7.2641429901123,0.964100045792293,1173.140625,-0.523316062176166,0.497605629214581,0.1768,1.21470177173615,0.0351111127787994,0.1793,0.0672,1.84459459459459,0.295238095238095,1.39400006621145,0.1458,0.1716,0.2769
74,NA,11.7210333059015,45.9112733994173,4.87726879119873,45.9113655090332,1537.90515136719,5,193.979278564453,6.44684505462646,0.789300037489738,2217.6455078125,-0.0365384615384616,0.0637264818935869,0.0705,-2.59931707382202,0.0613666695814269,0.0696,0.053,1.58241758241758,0.223880597014925,1.54600007343106,0.0909,0.1013,0.1556
75,1,11.7161334158813,45.9059895734374,4.87691450119019,45.9060821533203,1538.69714355469,5,195.61799621582,6.24596738815308,0.461900021939073,2235.66088867188,0.0151691948658109,0.165128631197887,0.14325,-2.80487108230591,0.856688929579428,0.158,0.0875,1.71311475409836,0.260606060606061,2.1990001044469,0.1463,0.1861,0.3643
76,NA,11.7153694979768,45.9061877575554,4.8772668838501,45.9062805175781,1537.35363769531,5,197.024337768555,6.27378273010254,0.699100033205468,2240.6435546875,-0.131900547829751,0.0205307526008038,0.1265,-2.7297728061676,0.328794460061343,0.1424,0.0541,1.79166666666667,0.282608695652174,1.39800006640144,0.0789,0.078925,0.298
77,1,11.7164260864885,45.9067026757745,4.87709283828735,45.906795501709,1538.11743164062,5,200.008438110352,6.27082347869873,0.695400033029728,2237.12646484375,0.0578512396694215,0.126612661266127,0.1571,-2.71195816993713,0.519633358014592,0.1697,0.0882,1.7319587628866,0.266540642722117,3.04300014453474,0.1406,0.1984,0.3724
78,NA,11.7153782713749,45.9063675649768,4.87733507156372,45.9064598083496,1537.11694335938,5,196.021484375,6.2802038192749,0.697600033134222,2240.41064453125,-0.0642270351008215,0.0689788722989396,0.1424,-2.7172691822052,0.214522232411481,0.1541,0.08075,1.79251700680272,0.282926829268293,1.61100007651839,0.128,0.114375,0.3364
79,1,11.7158583025267,45.9056360848557,4.87687253952026,45.9057273864746,1538.7939453125,5,198.341720581055,6.23554372787476,0.485500023060013,2233.25805664062,-0.00431034482758626,0.136899311811442,0.1247,-2.81328225135803,0.801544482515763,0.1463,0.0868,1.28,0.115044247787611,2.01500009570736,0.1459,0.1723,0.3434
80,1,11.7161421916851,45.9061693807511,4.87698268890381,45.9062614440918,1538.46130371094,5,197.768600463867,6.25482273101807,0.412200019578449,2237.84375,0.00676589986468192,0.155259129674175,0.11785,-2.77030229568481,0.87012781910663,0.1342,0.0711,1.73793103448276,0.267676767676768,1.90200009034015,0.1159,0.1641,0.3091
81,NA,11.714845596766,45.9060201983541,4.87738800048828,45.9061126708984,1536.85595703125,5,200.776290893555,6.27640533447266,0.717600034084171,2239.23315429688,0.0695876288659794,0.146554155697631,0.21315,-2.69608855247498,0.342288905146739,0.2172,0.1557,1.13235294117647,0.0555555555555556,2.3160001100041,0.2361,0.239233333333333,0.442
82,1,11.7158583025267,45.9056360848557,4.87687253952026,45.9057273864746,1538.7939453125,5,198.341720581055,6.23554372787476,0.485500023060013,2233.25805664062,-0.00431034482758626,0.136899311811442,0.1247,-2.81328225135803,0.801544482515763,0.1463,0.0868,1.28,0.115044247787611,2.01500009570736,0.1459,0.1723,0.3434
83,1,9.13094786423441,46.0525093294476,5.26913833618164,46.0526008605957,1638.162109375,5,768.397277832031,6.23724365234375,0.795000037760474,2592.79833984375,0.156083572306432,0.111175395458311,0.1695,0.986365854740143,0.306477792334691,0.1799,0.13385,1.72777777777778,0.265805574439157,3.34200015873648,0.2048,0.19345,0.4273
84,1,9.72085987864864,45.9480669019157,5.267822265625,45.9481582641602,1716.1748046875,5,628.770568847656,5.93402147293091,2.16600010287948,2335.48828125,-0.00757575757575753,0.19374107035271,0.1473,-3.67622828483581,0.0265833345959739,0.16955,0.08745,1.12096774193548,0.0563165905631659,0.866000041132793,0.1407,0.1863,0.38045
